Id,SalePrice
755,144148.93718886294
1416,115394.00012891338
1168,276511.5384117258
2006,117684.70724996256
2028,157451.55154645248
1193,144756.49795928437
751,173797.95052740735
1906,170458.1740304017
449,450006.8994529994
132,121915.0488663413
44,205588.73360984976
382,161328.28289562036
1925,183672.6576278504
1165,169710.0764030174
1004,174991.02990983866
1190,207357.07446529786
784,127545.949120407
1177,203310.37708523043
346,286333.2071114886
2770,147544.9168838387
1503,98441.88689950795
610,170853.2934790052
2761,217455.09103290984
921,167383.22957903138
286,117696.96335144984
671,164823.92715191416
886,170368.95652742474
1807,145158.0404511886
1598,99739.14365838526
1688,265895.2560434381
1182,161029.10755888058
2422,205631.04333144188
1926,116840.13394329656
399,112943.68201183523
1073,269623.09910846537
954,183248.1357850575
2553,133373.38078971274
2410,191219.07933100447
2115,219669.34632687163
2306,151532.49743176054
1012,329305.5148968118
893,139578.25308593124
2838,118374.86160890269
1338,144257.83011795676
198,129085.37156558305
1044,102882.62738147462
1260,87870.98272822966
1815,184511.05445093926
644,127811.45332700768
1797,169967.0064302976
2460,217264.686261916
2264,250667.88295997845
163,158083.92934121768
2692,109382.9071256195
2233,131658.0421825162
1689,311057.87945166585
2238,86371.52196531472
262,125800.06251571485
2133,215258.25574285438
324,168998.04889781825
2069,151277.68912712383
2474,153856.0866519577
1833,311852.94389181543
1015,317531.8902097977
1986,90573.65892128414
1793,232913.16497846265
2613,154028.96177450076
168,192144.5332168651
1365,125216.46160227702
371,258929.08735818695
1311,93309.44224180626
620,124800.02223320284
1826,126189.05310457703
2293,143894.64686230052
1473,216775.2215130745
1695,261768.89326128885
1141,182625.43669195796
1542,208112.31095446256
2047,108576.09255702618
2808,210172.74707870846
1494,185364.29374639437
1912,146397.3089585679
2850,173648.98706306564
2160,199014.32037756505
52,173673.68233806477
1439,191125.51711926723
588,144337.30555689888
2004,93409.74569797727
2344,240785.05932998576
1164,169519.00138853578
451,238216.069157268
75,238896.36552025846
1491,148418.73912941964
2654,65726.25350303325
15,214662.45295066282
1655,178865.9788898853
1809,153338.4317807968
2826,133005.1701139493
1436,190620.0719728833
1224,151641.52972466897
2265,177239.16249800296
1788,237791.6454470993
2536,131596.79152987385
2904,29051.698761083266
618,180586.7072769403
239,122746.63711524018
781,56886.19167560133
1684,125688.04574745092
1716,181820.87153106625
1359,119958.01075063115
1002,213648.8342251785
2769,136788.03349233774
1310,137038.2212655702
1158,262861.06340761826
2323,314595.07173130434
1963,139460.45978901474
48,322465.9493984263
1680,126607.80823877922
320,218978.6402146752
298,212038.6080767108
1306,74245.78394752282
2641,168083.76358047905
419,113817.85778068817
2449,243334.93888923142
2905,202819.9834069153
2803,143533.18266750107
1045,101968.32188658271
1712,290912.92750300275
2688,109344.53049305518
1704,291953.2179866875
988,206844.29734855125
1576,250889.13411597
2496,107945.30428082879
1132,162113.58913047213
1824,138312.50855601818
317,181642.24134401753
491,261273.2435462809
430,375241.42086604715
2124,194208.4813793288
1255,82658.33013936611
141,128761.40895778997
1813,179603.4844942187
378,200091.27826441533
1972,108273.40378973052
2423,209150.7772329275
2014,135751.05655773712
820,294343.4875113425
747,119127.3158786683
1378,129851.9905050079
2839,116994.87876703708
2404,209907.67988325458
994,163943.3683814259
2713,132682.6617946187
2425,200880.54379262088
847,187886.00707294396
1840,217225.9242965558
234,216417.00414975476
1386,125136.52741019848
2729,134939.43513871936
25,154541.13633511768
2129,225075.38022413707
169,156662.72836701162
1782,255023.51441328484
2374,146184.20782066052
1896,220235.08242347668
2343,209996.35650368306
303,63701.29223273544
260,152788.82342582487
35,123901.6611330141
2899,189755.34077074612
30,102305.5352129956
1621,257387.4308980458
1206,109733.60697549913
2583,157226.01475238486
2715,149385.9863707247
2830,151562.1441195195
2383,439324.5073353164
1810,192301.9180002024
2872,226356.47543093158
250,239634.99583979967
1010,216798.91209246198
195,122868.70058927925
1582,177091.6058566054
119,157352.82574042905
1166,165270.3640890012
248,226659.4253863879
892,313504.1445920106
2466,184729.40204176452
1405,130538.47115352386
1880,99615.71142938235
2927,128287.50799310525
1458,249246.01634749805
2002,191611.63563937985
185,119516.66910345253
613,184070.33295298967
919,241463.23843634015
1054,442948.9832444894
1522,173501.89359461796
2659,91361.6238049888
1179,244828.94288147683
363,169591.75194018285
2640,143911.74384481678
609,146819.2968545499
1275,125878.33246871272
684,129802.25617778623
254,372025.8746562383
2804,146987.82774644028
770,135660.77396776466
1968,131662.18613834315
831,246272.97990172845
2202,158938.09685267415
1877,142501.5442458929
1706,348601.3086758412
2245,110785.19156278454
656,112971.32816991552
2574,138013.64244674292
1207,114474.13903629284
2887,158467.26743287986
2415,223906.00148111442
1708,364864.7112880046
2559,160213.63004639672
162,145243.56854774902
1185,207065.9472689445
764,142325.0195778061
1787,240116.51739638817
2748,236866.96239756202
1801,244843.8644267086
1996,123652.20242072249
636,152876.0389345479
2214,222307.08154855375
1651,184821.86226320063
68,187458.20363957775
1151,126861.03716869184
2131,188995.28144483664
432,436201.4578665759
2142,133076.73108550324
1928,175343.07588129718
2149,227491.91353759938
13,163235.50755064184
2508,152750.04584959798
155,110081.92161317891
2626,75719.5800841299
2451,515075.915779576
594,119933.04637089133
2051,103772.89172823186
844,218735.7659445219
2595,115843.30141255294
1577,143532.60766908966
142,174549.6243831518
1549,105778.83678198839
91,217648.49305960827
1360,88934.54247588612
51,172927.64973149422
2697,103696.76783364866
251,191832.22516041712
281,99359.44154154371
479,193540.22208195398
1339,124757.56775938525
1102,302261.2322482027
841,142598.24494594106
1766,320890.29885842156
2526,246273.89930582282
1700,346356.98637034727
1736,189017.62661236848
1192,251884.51929910292
2753,199742.54838096487
1479,221880.35621680206
149,112939.20344062902
1690,358447.4275487956
2712,133902.5826508621
2029,79293.07108388089
1779,254757.5314633764
626,232317.44403900582
1537,209045.3849060384
446,251096.94173022915
949,232554.53054115834
742,122655.82251559159
65,201738.7841688541
1398,147849.96625575246
1894,209784.87860896334
731,171499.05778498907
950,209307.13040311277
1959,161751.60053135332
484,232299.33525870272
300,168780.14779245728
1666,146951.0603753555
877,206262.51657265105
178,130269.0914516446
1751,196657.51333656503
2177,147686.89568695094
1727,210802.97003821543
840,205580.13513046523
725,125730.9914503003
2625,75387.48949356884
1627,163871.75719375254
788,105473.55230358221
2231,267047.67392531165
1213,184203.24257168302
1734,189831.96360267937
935,124928.14009607432
2717,167627.3986370237
1505,90054.625797834
1682,159437.60081725582
2750,206235.5082418964
1043,107279.06244877212
1532,160368.47465155512
2456,287784.2478741211
2852,148158.9247908519
2832,151562.1441195195
1423,209007.76169277454
989,172372.19830338607
100,238207.10642613377
2923,172491.94272523356
752,152921.33606924515
1135,150572.71862571625
2313,172979.90510896972
338,139389.87581195077
1271,150086.07400154235
485,258906.3570396389
236,87878.65753667353
160,161805.2217932871
2109,213804.79335828102
1596,125763.75960870016
1194,145033.76373156166
299,180991.92119184614
1839,216393.45209477565
16,528652.0166971583
283,124008.67137863486
1710,325821.8685168109
964,224673.96496321814
1490,125271.4122160244
2217,176037.88699517783
1160,190410.64719781434
1870,247657.38701746732
2771,168540.28260216763
